tweet_id,tweet_url,tweet_date,tweet_conversation_id,reply_count,like_count,tweet
1608960756581806082,https://twitter.com/Armando87960477/status/1608960756581806082,2022-12-30 22:58:32+00:00,1608834938010472449,0,34,@tvOneNews Tweetnya udah dihapus..berarti apa anak2? ..... benar bu guru !!
1608952618700898304,https://twitter.com/JhonThoreuy/status/1608952618700898304,2022-12-30 22:26:11+00:00,1608834938010472449,0,36,"@tvOneNews Belum jadi Presiden saja sudah bisa menyalahgunakan, miris sih, apalagi ada BAZNAS didalamnya."
1608949610223120384,https://twitter.com/SimoneNoConte/status/1608949610223120384,2022-12-30 22:14:14+00:00,1608834938010472449,0,54,"@tvOneNews ACT, BAZNAS

yg satu masuk penjara
yg satu bebas aturable"
1608946680296263680,https://twitter.com/hervanka/status/1608946680296263680,2022-12-30 22:02:36+00:00,1608834938010472449,3,131,@tvOneNews Penjahat ACT diserang habis2an dan mengkaitkan2 dgn anies.. Skg cebong laknat pada mingkem🤣🤣🤣
1608945940714651649,https://twitter.com/Arikkin/status/1608945940714651649,2022-12-30 21:59:39+00:00,1608834938010472449,4,80,"@tvOneNews Kelakuan tak beradab dan hina dari seorang pejabat yg ngotot nyapres dari parte penguasa yg terkenal dengan kader koruptornya.

Sedikitpun ALLAAH SWT tidak lalai terhadap apa apa yg telah kalian lakukan wahai para penzalim dan pembuat kerusakan negeri ini. Binasalah kalian."
1608938965566099457,https://twitter.com/herrysibolang/status/1608938965566099457,2022-12-30 21:31:56+00:00,1608834938010472449,0,209,"@tvOneNews Jahat sekali, islam nya dibenci tapi uangnya diambil"
1608937226343444481,https://twitter.com/leeryushopia/status/1608937226343444481,2022-12-30 21:25:02+00:00,1608834938010472449,4,231,"@tvOneNews Pendukungnya anti dg syariat Islam, kenceng banget teriak anti khilafah, anti hijab, jenggot, cingkrang. Pokok atribut keislaman. Giliran zakatnya mau di embat. Emang Allah SWT bisa di bohongi? Nggak punya duwit aja banyak gaya😏"
1608933520742965249,https://twitter.com/BangAhsan84/status/1608933520742965249,2022-12-30 21:10:18+00:00,1608834938010472449,0,53,@tvOneNews Udah paling parah sih ini...gak tau malu beneran.
1608887606670151687,https://twitter.com/FahmiNsk/status/1608887606670151687,2022-12-30 18:07:51+00:00,1608834938010472449,2,68,@tvOneNews Sementara itu si Poltak tak berhenti melecehkan Islam di saat kader partainya menggunakan dana umat Islam untuk kepentingan partainya. Parah
1608835535124180996,https://twitter.com/MicelSatria/status/1608835535124180996,2022-12-30 14:40:56+00:00,1608834938010472449,17,282,"@tvOneNews Sebentar lagi pasal di UU dirubah :

Fakir miskin, anak terlantar, dan kader PDIP dipelihara oleh Negara"
1608797334254817280,https://twitter.com/supratmanareaky/status/1608797334254817280,2022-12-30 12:09:09+00:00,1608769884967809025,1,35,"@tvOneNews Kalau saya lihat dari jarak 1000 kilometer, yang terlihat sangat tidak kompeten di kemenag itu adalah menteri agamanya yg sekarang..."
1608788341742526466,https://twitter.com/IDaryanyo/status/1608788341742526466,2022-12-30 11:33:25+00:00,1608769884967809025,0,40,@tvOneNews Padahal menteri itu jabatan politik yg tidak mensyratkan ijazah &amp; otak 😁
1608777197019598848,https://twitter.com/laughing__lions/status/1608777197019598848,2022-12-30 10:49:08+00:00,1608769884967809025,0,32,"@tvOneNews itu menag ngomong gk pake otak. ngeludah ke atas lalu kena wajah sendiri.
anak buah yg tidak kompeten mencerminkan atasan yg g0bl0k. 
di tangan pemimpin yg g0bl0k anak buah cerdas gk ada gunanya."
1608065244592758787,https://twitter.com/Darisrizal06/status/1608065244592758787,2022-12-28 11:40:05+00:00,1607996554711031815,1,60,"@tvOneNews Dasar goblok, yg bangun sodetan pupr bukan anies. Gimana cara nya heru bangun sodetan, baru 2 bulan menjabat, kapan pre bid, kapan feed, kapan tender, siapa pemenangnya...wong sodetan sudah di mulai setahun yg lewat..kebencian membuat seseorang jadi tolol."
1608036261817913349,https://twitter.com/Tano_AWJ/status/1608036261817913349,2022-12-28 09:44:55+00:00,1607996554711031815,1,55,"@tvOneNews Dah lah bos, anies udah selesai di DKI, udah gak laku mainan kayak gini lagi dan semua orang dah tau prestasi anies yg luarbiasa di DKI."
1608012554412126210,https://twitter.com/endinhermawan/status/1608012554412126210,2022-12-28 08:10:43+00:00,1607996554711031815,11,99,@tvOneNews Itu yang ngomong bisa atasi banjir kalau sudah jadi presiden kok nggak pernah diungkit ungkit.....dasar otak sama tai nggak ada bedanya....
1607636512740634625,https://twitter.com/totalis_/status/1607636512740634625,2022-12-27 07:16:27+00:00,1607311534405095424,3,41,"@tvOneNews Gimana ga dikasih gempa, ga di kasih banjir bandang, tanah longsor, kelakuan model begini,berkedok agamis kelakuan Dajjal. (Jingin dihibing"" kin) ga di hubungkn org jga tau klo kelakuan model bgni cpt/lmbt psti kna karma,ap lg dibalut agamis,tmbh pedih getir karmanya. Catet."
1607607159793291264,https://twitter.com/adoey_pro/status/1607607159793291264,2022-12-27 05:19:49+00:00,1607311534405095424,1,27,"@tvOneNews Pindahkan aja ke pulau terpencil yang jauh dari penduduk, klo diazab biar disitu aja.."
1607602866348511234,https://twitter.com/rizkisahlan85/status/1607602866348511234,2022-12-27 05:02:45+00:00,1607311534405095424,2,35,"@tvOneNews Mending pemerintah membuat program sejuta Test HIV Aids n PMK Se Indonesia ,,, program utk mengantisipasi penyebaran penyakit n program pendataan PSK2 biar bisa di cek secara berkala ,,, dr pd program sejuta kondom ,, ga mutu"
1607600163123769344,https://twitter.com/HelmiFelis_/status/1607600163123769344,2022-12-27 04:52:01+00:00,1607311534405095424,2,32,"@tvOneNews Duh nyebarin penyakit lagi nih mereka. Pembawa bencana banget sih 🤦🏻‍♂️

."
1607583493881761794,https://twitter.com/pasa_property/status/1607583493881761794,2022-12-27 03:45:47+00:00,1607311534405095424,1,11,"@tvOneNews Kl pemerintah mau tegas menegakkan norma hukum, mestinya kaum2 LGBT itu di penjarain aja sesuai pasangan mereka dan pemerintah menjamin 100% dibebaskan jika mereka bisa melahirkan anak. Bagaimana Tuhan menghancurkan Kaum2 terdahulu yg menyimpang dari kodrat nya."
1607502450537422848,https://twitter.com/GusIwan72/status/1607502450537422848,2022-12-26 22:23:44+00:00,1607311534405095424,1,19,@tvOneNews Beneran gak sich? Aneeeh bgt sampe sebanyak itu? Kemana aja ulama/pemuka agama dan pemerintah daerah??
1607475337453264897,https://twitter.com/DyahRetnowati14/status/1607475337453264897,2022-12-26 20:36:00+00:00,1607311534405095424,13,426,"@tvOneNews Perilaku menyimpang tdk mau berubah, maunya diterima . Org yg anti dibilang homophobia lah, tdk menghargai HAM lah, Tak mau di usik tp diam2 trs cari"" mangsa"" utk menularkan perilakunya . Giliran pada sakit komunitas mrk sendiri pd tutup mata. Akhirnya jd kerjaan pmerintah juga"
1607440756729589760,https://twitter.com/zaif_zizi/status/1607440756729589760,2022-12-26 18:18:35+00:00,1607311534405095424,4,33,"@tvOneNews Tangkapi semua suruh taubat,,klw ngak mau taubat,, lempar tubuhnya hidup2 dari gedung yang tinggi. Buat Efek jera,,krn ini hukum nabi muhammad dari allah ta'ala."
1607410977292816391,https://twitter.com/tweet_kuy/status/1607410977292816391,2022-12-26 16:20:15+00:00,1607311534405095424,2,149,"@tvOneNews Disaat sebagian besar orang memikirkan gimana caranya menyelamatkan bumi dr ancaman global warming, atau memperbanyak amal soleh, golongan pelangi ini malah masih sibuk memperjuangkan urusan selangkangan mereka yg secara hukum biologi aja sudah salah."
